ID,Economy,Indicator,Year,Type of Reform,Reform Description,
42,Croatia,Workplace,2005,positive,Croatia enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
42,Croatia,Entrepreneurship,2009,positive,Croatia's Anti-Discrimination Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
42,Croatia,Parenthood,2010,positive,Croatia introduced paid paternity leave. It also introduced paid parental leave.,
42,Croatia,Pay,2011,positive,"Croatia eliminated restrictions on women's employment in certain industries, including the mining and water industries. It also lifted restrictions on women's ability to work at night.",
43,Cyprus,Pension,1974,positive,Cyprus explicitly accounted for periods of absence due to child care in pension benefits.,
43,Cyprus,Parenthood,1988,positive,Cyprus prohibited the dismissal of pregnant workers.,
43,Cyprus,Parenthood,1989,positive,Cyprus increased the duration of paid maternity leave to at least 14 weeks.,
43,Cyprus,Pay,1991,positive,Cyprus mandated equal remuneration for work of equal value.,
43,Cyprus,Assets,1992,positive,Cyprus recognized the value of nonmonetary contributions.,
43,Cyprus,Marriage,1996,positive,Cyprus enacted legislation protecting women from domestic violence.,
43,Cyprus,Workplace,2004,positive,Cyprus prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties and civil remedies for sexual harassment in employment.,
43,Cyprus,Entrepreneurship,2009,positive,Cyprus introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
43,Cyprus,Parenthood,2019,positive,Cyprus introduced 10 days of paid paternity leave.,
43,Cyprus,Mobility,2022,positive,Cyprus allowed women to apply for a passport in the same way as men.,
44,Czech Republic,Pay,1981,positive,The Czech Republic allowed women to work in jobs deemed dangerous in the same way as men.,
44,Czech Republic,Parenthood,1992,positive,The Czech Republic introduced paid parental leave.,
44,Czech Republic,Pay,1996,positive,The Czech Republic lifted restrictions on women's ability to work at night.,
44,Czech Republic,Marriage,2007,positive,Czech Republic enacted legislation protecting women from domestic violence.,
44,Czech Republic,Workplace,2007,positive,The Czech Republic prohibited gender discrimination in employment. It also enacted legislation protecting women from sexual harassment in employment.,
44,Czech Republic,Entrepreneurship,2009,positive,Czech Republic's Anti-Discrimination Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
44,Czech Republic,Workplace,2009,positive,The Czech Republic enacted civil remedies for sexual harassment in employment.,
44,Czech Republic,Pay,2013,positive,The Czech Republic eliminated restrictions on women's employment in manufacturing.,
44,Czech Republic,Parenthood,2019,positive,The Czech Republic introduced five days of paid paternity leave.,
45,Denmark,Marriage,1971,positive,Denmark gave women the same rights to remarry as men.,
45,Denmark,Parenthood,1986,positive,Denmark introduced paid paternity leave. It also introduced paid parental leave.,
45,Denmark,Parenthood,1990,positive,Denmark prohibited the dismissal of pregnant workers.,
45,Denmark,Pension,1993,positive,Denmark explicitly accounted for periods of absence due to child care in pension benefits.,
45,Denmark,Workplace,1999,positive,Denmark prohibited gender discrimination in employment.,
45,Denmark,Workplace,2001,positive,Denmark enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
45,Denmark,Entrepreneurship,2009,positive,Denmark introduced new legitation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
45,Denmark,Pay,2009,positive,Denmark mandated equal remuneration for work of equal value.,
45,Denmark,Marriage,2013,positive,Denmark enacted legislation protecting women from domestic violence.,
46,Djibouti,Pension,1991,positive,Djibouti introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It explicitly accounted for periods of absence due to child care in pension benefits.,
46,Djibouti,Entrepreneurship,1996,positive,Djibouti's Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
46,Djibouti,Workplace,2006,positive,Djibouti prohibited gender discrimination in employment.,
46,Djibouti,Pay,2007,positive,Djibouti mandated equal remuneration for work of equal value.,
46,Djibouti,Marriage,2019,positive,Djibouti enacted legislation protecting women from domestic violence.,
46,Djibouti,Workplace,2020,positive,Djibouti enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
47,Dominica,Assets,1974,positive,Dominica recognized the value of nonmonetary contributions.,
47,Dominica,Marriage,1974,positive,Dominica allowed women to obtain a divorce in the same way as men.,
47,Dominica,Mobility,1975,positive,Dominica allowed women to choose where to live in the same way as men.,
47,Dominica,Pension,1977,positive,Dominica introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
47,Dominica,Marriage,2003,positive,Dominica enacted legislation protecting women from domestic violence.,
48,Dominican Republic,Entrepreneurship,1980,positive,"Dominican Republic amended its Civil Code allowing a woman to sing a legally binding contract, register a business and open a bank account without her husband's consent.",
48,Dominican Republic,Marriage,1980,positive,Dominican Republic no longer requires a married woman to obey her husband.,
48,Dominican Republic,Mobility,1980,positive,Dominican Republic reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
48,Dominican Republic,Workplace,1980,positive,The Dominican Republic allowed a woman to get a job without permission from her husband.,
48,Dominican Republic,Parenthood,1993,positive,The Dominican Republic introduced paid paternity leave.,
48,Dominican Republic,Pay,1993,positive,The Dominican Republic lifted restrictions on women's ability to work at night.,
48,Dominican Republic,Workplace,1993,positive,The Dominican Republic prohibited gender discrimination in employment. It also enacted legislation protecting women from sexual harassment in employment.,
48,Dominican Republic,Marriage,1998,positive,Dominican Republic enacted legislation protecting women from domestic violence.,
48,Dominican Republic,Workplace,1998,positive,The Dominican Republic adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
48,Dominican Republic,Assets,2003,positive,The Dominican Republic granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
48,Dominican Republic,Entrepreneurship,2016,positive,Dominican Republic's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
48,Dominican Republic,Marriage,2016,positive,The Dominican Republic gave women the same rights to remarry as men.,
48,Dominican Republic,Parenthood,2018,positive,The Dominican Republic increased the duration of paid maternity leave to at least 14 weeks.,
49,Ecuador,Assets,1972,positive,"Ecuador removed provisions designating the husband as administrator of property, granting spouses equal rights to immovable property and equal administrative authority over assets during marriage.",
49,Ecuador,Entrepreneurship,1972,positive,"Ecuador amended its Civil Code allowing a woman to sing a legally binding contract, register a business and open a bank account without her husband's consent.",
49,Ecuador,Workplace,1972,positive,Ecuador allowed a woman to get a job without permission from her husband.,
49,Ecuador,Pension,1990,positive,Ecuador introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
49,Ecuador,Marriage,1991,positive,Ecuador no longer requires a married woman to obey her husband.,
49,Ecuador,Mobility,1991,positive,Ecuador reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
49,Ecuador,Marriage,1997,positive,Ecuador enacted legislation protecting women from domestic violence.,
49,Ecuador,Pay,2000,positive,Ecuador mandated equal remuneration for work of equal value.,
49,Ecuador,Workplace,2000,positive,Ecuador enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties and civil remedies for sexual harassment in employment.,
49,Ecuador,Pension,2003,positive,Ecuador explicitly accounted for periods of absence due to child care in pension benefits.,
49,Ecuador,Parenthood,2007,positive,Ecuador introduced paid paternity leave.,
49,Ecuador,Workplace,2010,positive,Ecuador prohibited gender discrimination in employment.,
49,Ecuador,Marriage,2017,positive,Ecuador amended its Civil Code to allow women to obtain a divorce in the same way as men. A waiting period for women of 300 days before remarriage was also abolished.,
50,"Egypt, Arab Rep.",Marriage,1987,negative,"Egypt, Arab Rep. introduced a new personal status law that obliges a married woman to obey her husband.",
50,"Egypt, Arab Rep.",Parenthood,1992,positive,The Arab Republic of Egypt prohibited the dismissal of pregnant workers.,
50,"Egypt, Arab Rep.",Pension,1997,positive,The Arab Republic of Egypt explicitly accounted for periods of absence due to child care in pension benefits.,
50,"Egypt, Arab Rep.",Mobility,2002,positive,"Egypt, Arab Rep.'s Constitutional Court Decision removed restriction for a married woman to travel abroad without her husband's permission.",
50,"Egypt, Arab Rep.",Workplace,2004,positive,The Arab Republic of Egypt prohibited gender discrimination in employment.,
50,"Egypt, Arab Rep.",Workplace,2016,positive,The Arab Republic of Egypt enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
50,"Egypt, Arab Rep.",Entrepreneurship,2022,positive,Egypt made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
50,"Egypt, Arab Rep.",Marriage,2022,positive,Egypt enacted legislation protecting women from domestic violence.,
51,El Salvador,Assets,1995,positive,El Salvador recognized the value of nonmonetary contributions.,
51,El Salvador,Marriage,1995,positive,El Salvador no longer requires a married woman to obey her husband. El Salvador allowed women to obtain a divorce in the same way as men.,
51,El Salvador,Mobility,1995,positive,El Salvador introduced a new Family Code allowing a woman to choose where to live in the same way as a man.,
51,El Salvador,Workplace,1995,positive,El Salvador prohibited gender discrimination in employment.,
51,El Salvador,Marriage,1998,positive,El Salvador enacted legislation protecting women from domestic violence.,
51,El Salvador,Pension,1998,positive,El Salvador explicitly accounted for periods of absence due to child care in pension benefits.,
51,El Salvador,Workplace,1999,positive,El Salvador enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
51,El Salvador,Entrepreneurship,2007,positive,El Salvador enacted a new Consumer Protection Law that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
51,El Salvador,Parenthood,2009,positive,El Salvador began administering maternity benefits through its social security system.,
51,El Salvador,Parenthood,2014,positive,El Salvador introduced paid paternity leave.,
51,El Salvador,Parenthood,2017,positive,El Salvador increased the duration of paid maternity leave to at least 14 weeks.,
52,Equatorial Guinea,Parenthood,1985,positive,Equatorial Guinea began administering maternity benefits through its social security system.,
52,Equatorial Guinea,Pension,1985,positive,Equatorial Guinea introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
52,Equatorial Guinea,Parenthood,1991,positive,Equatorial Guinea prohibited the dismissal of pregnant workers.,
52,Equatorial Guinea,Workplace,1991,positive,Equatorial Guinea prohibited gender discrimination in employment.,
52,Equatorial Guinea,Parenthood,2014,positive,Equatorial Guinea introduced paid paternity leave.,
52,Equatorial Guinea,Pay,2014,positive,Equatorial Guinea mandated equal remuneration for work of equal value.,
53,Eritrea,Assets,1993,positive,Eritrea granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
53,Eritrea,Marriage,1993,positive,Eritrea allowed women to be head of household. Eritrea no longer requires a married woman to obey her husband.,
53,Eritrea,Mobility,1993,positive,Eritrea introduced the Transitional Civil Code allowing a woman to choose where to live in the same way as a man.,
53,Eritrea,Parenthood,1993,positive,Eritrea prohibited the dismissal of pregnant workers.,
53,Eritrea,Workplace,2003,positive,Eritrea prohibited gender discrimination in employment.,
54,Estonia,Pension,1972,negative,Estonia set unequal mandatory retirement ages for women and men.,
54,Estonia,Parenthood,1973,positive,Estonia prohibited the dismissal of pregnant workers.,
54,Estonia,Parenthood,1974,positive,Estonia increased the duration of paid maternity leave to at least 14 weeks.,
54,Estonia,Parenthood,1993,positive,Estonia introduced paid parental leave.,
54,Estonia,Pay,1993,positive,Estonia lifted restrictions on women's ability to work at night.,
54,Estonia,Pension,1993,positive,Estonia no longer establishes a mandatory retirement age for women and men.,
54,Estonia,Parenthood,2003,positive,Estonia introduced paid paternity leave.,
54,Estonia,Pension,2003,positive,Estonia explicitly accounted for periods of absence due to child care in pension benefits.,
54,Estonia,Pay,2005,positive,Estonia mandated equal remuneration for work of equal value.,
54,Estonia,Workplace,2005,positive,Estonia prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
54,Estonia,Pay,2010,positive,Estonia allowed women to work in jobs deemed dangerous in the same way as men. It also eliminated the ban on women's employment in mining.,
54,Estonia,Entrepreneurship,2011,positive,Estonia's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
54,Estonia,Pension,2017,positive,Estonia equalized the ages at which women and men can retire with full pension benefits. It equalized the ages at which women and men can retire with partial pension benefits.,
55,Eswatini,Pension,1975,positive,Eswatini introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
55,Eswatini,Parenthood,1982,positive,Eswatini prohibited the dismissal of pregnant workers.,
55,Eswatini,Workplace,1982,positive,Eswatini prohibited gender discrimination in employment.,
55,Eswatini,Assets,2013,positive,Eswatini granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
55,Eswatini,Marriage,2020,positive,Eswatini enacted legislation protecting women from domestic violence.,
56,Ethiopia,Parenthood,1994,positive,Ethiopia prohibited the dismissal of pregnant workers.,
56,Ethiopia,Workplace,1994,positive,Ethiopia prohibited gender discrimination in employment.,
56,Ethiopia,Assets,2002,positive,Ethiopia's revised Family Code granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
56,Ethiopia,Marriage,2002,positive,Ethiopia allowed women to be head of household. Ethiopia no longer requires a married woman to obey her husband.,
56,Ethiopia,Mobility,2002,positive,Ethiopia introduced the Revised Family Code allowing a woman to choose where to live in the same way as a man.,
56,Ethiopia,Marriage,2006,positive,Ethiopia enacted legislation protecting women from domestic violence.,
56,Ethiopia,Pension,2013,positive,Ethiopia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
56,Ethiopia,Parenthood,2021,positive,Ethiopia increased paid maternity leave from 90 to 120 days and introduced 3 days of paid paternity leave.,
57,Fiji,Workplace,2000,positive,Fiji enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
57,Fiji,Assets,2005,positive,Fiji recognized the value of nonmonetary contributions.,
57,Fiji,Parenthood,2009,positive,Fiji prohibited the dismissal of pregnant workers.,
57,Fiji,Pay,2009,positive,Fiji lifted restrictions on women's ability to work at night.,
57,Fiji,Workplace,2009,positive,Fiji prohibited gender discrimination in employment.,
57,Fiji,Marriage,2011,positive,Fiji enacted legislation protecting women from domestic violence.,
57,Fiji,Parenthood,2020,positive,Fiji introduced five days of paid paternity leave. It also increased the duration of paid maternity leave from 84 to 98 days.,
57,Fiji,Mobility,2021,positive,Fiji allowed women to apply for a passport in the same way as men.,
58,Finland,Parenthood,1976,positive,Finland increased the duration of paid maternity leave to at least 14 weeks.,
58,Finland,Parenthood,1979,positive,Finland introduced paid paternity leave. It also introduced paid parental leave.,
58,Finland,Pay,1987,positive,Finland mandated equal remuneration for work of equal value.,
58,Finland,Workplace,1988,positive,Finland prohibited gender discrimination in employment.,
58,Finland,Pay,1990,positive,Finland lifted restrictions on women's ability to work at night.,
58,Finland,Marriage,2000,positive,Finland enacted legislation protecting women from domestic violence.,
58,Finland,Pension,2005,positive,Finland explicitly accounted for periods of absence due to child care in pension benefits.,
58,Finland,Workplace,2006,positive,Finland enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
58,Finland,Entrepreneurship,2010,positive,Finland' new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
59,France,Marriage,1972,positive,France allowed women to be head of household.,
59,France,Pay,1974,positive,France mandated equal remuneration for work of equal value.,
59,France,Mobility,1977,positive,France reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
59,France,Workplace,1984,positive,France prohibited gender discrimination in employment.,
59,France,Assets,1987,positive,France granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
59,France,Pension,1987,positive,France explicitly accounted for periods of absence due to child care in pension benefits.,
59,France,Pay,1989,positive,France lifted restrictions on women's ability to work at night.,
59,France,Entrepreneurship,1994,positive,France's Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
59,France,Workplace,1994,positive,France enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
59,France,Pay,2002,positive,France eliminated the ban on women's employment in industrial undertakings at night.,
59,France,Marriage,2005,positive,France gave women the same rights to remarry as men.,
59,France,Marriage,2007,positive,France enacted legislation protecting women from domestic violence.,
59,France,Pay,2008,positive,France allowed women to work in jobs deemed dangerous in the same way as men.,
59,France,Parenthood,2016,positive,France introduced paid parental leave.,
60,Gabon,Parenthood,1983,positive,Gabon introduced paid paternity leave.,
60,Gabon,Parenthood,1996,positive,Gabon prohibited the dismissal of pregnant workers.,
60,Gabon,Workplace,1996,positive,Gabon prohibited gender discrimination in employment.,
60,Gabon,Workplace,2018,positive,Gabon enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
60,Gabon,Assets,2022,positive,Gabon granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
60,Gabon,Entrepreneurship,2022,positive,Gabon allowed women to open a bank account in the same way as men and made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
60,Gabon,Marriage,2022,positive,Gabon no longer requires a married woman to obey her husband and allows women to be head of household in the same way as men. Gabon also enacted legislation protecting women from domestic violence.,
60,Gabon,Mobility,2022,positive,Gabon allowed women to choose where to live in the same way as men.,
60,Gabon,Workplace,2022,positive,Gabon allowed a woman to get a job without permission from her husband.,
61,"Gambia, The",Pension,1979,positive,The Gambia introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It sets equal ages at which women and men can retire with partial pension benefits.,
61,"Gambia, The",Mobility,1988,positive,The Gambia introduced the Matrimonial Causes Act allowing a woman to choose where to live in the same way as a man.,
61,"Gambia, The",Parenthood,2009,positive,The Gambia prohibited the dismissal of pregnant workers.,
61,"Gambia, The",Assets,2012,positive,The Gambia's Woman's Act recognized the value of nonmonetary contributions.,
61,"Gambia, The",Parenthood,2012,positive,The Gambia increased the duration of paid maternity leave to at least 14 weeks. It also introduced paid paternity leave.,
61,"Gambia, The",Workplace,2012,positive,The Gambia prohibited gender discrimination in employment.,
61,"Gambia, The",Marriage,2015,positive,The Gambia enacted legislation protecting women from domestic violence.,
62,Georgia,Pension,1972,negative,Georgia set unequal mandatory retirement ages for women and men.,
62,Georgia,Parenthood,1973,positive,Georgia prohibited the dismissal of pregnant workers.,
62,Georgia,Parenthood,1975,positive,Georgia increased the duration of paid maternity leave to at least 14 weeks.,
62,Georgia,Pension,1975,positive,Georgia no longer establishes a mandatory retirement age for women and men.,
62,Georgia,Workplace,1975,positive,Georgia prohibited gender discrimination in employment.,
62,Georgia,Pension,2005,positive,Georgia no longer establishes an age at which women and men can retire with partial pension benefits.,
62,Georgia,Marriage,2007,positive,Georgia enacted legislation protecting women from domestic violence.,
62,Georgia,Workplace,2011,positive,Georgia enacted legislation protecting women from sexual harassment in employment.,
62,Georgia,Pay,2014,positive,Georgia allowed women to work in jobs deemed dangerous in the same way as men.,
62,Georgia,Pay,2015,positive,Georgia eliminated the ban on women's employment in mining. It also lifted restrictions on women's ability to work at night.,
62,Georgia,Entrepreneurship,2020,positive,"Georgia made access to credit easier for women by prohibiting gender-based
discrimination in access to financial services.",
62,Georgia,Workplace,2020,positive,Georgia enacted civil remedies for sexual harassment in employment.,
62,Georgia,Parenthood,2022,positive,Georgia introduced paid parental leave.,
63,Germany,Workplace,1978,positive,Germany allowed a woman to get a job without permission from her husband.,
63,Germany,Parenthood,1987,positive,Germany introduced paid parental leave.,
63,Germany,Pension,1987,positive,Germany explicitly accounted for periods of absence due to child care in pension benefits.,
63,Germany,Workplace,1996,positive,Germany prohibited gender discrimination in employment.,
63,Germany,Marriage,1999,positive,Germany gave women the same rights to remarry as men.,
63,Germany,Marriage,2003,positive,Germany enacted legislation protecting women from domestic violence.,
63,Germany,Entrepreneurship,2008,positive,Germany introduced a new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
63,Germany,Parenthood,2008,positive,Germany introduced paid paternity leave.,
63,Germany,Workplace,2008,positive,Germany enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
63,Germany,Pay,2010,positive,Germany eliminated the ban on women's employment in mining.,
63,Germany,Pay,2019,positive,Germany introduced new legislation that mandates equal remuneration for work of equal value.,
64,Ghana,Mobility,1973,positive,Ghana introduced the Matrimonial Causes Act allowing a woman to choose where to live in the same way as a man.,
64,Ghana,Assets,1987,positive,Ghana's Intestate Succession Act made inheritance equal under law for both sons and daughters and male and female surviving spouses.,
64,Ghana,Pension,1992,positive,Ghana equalized the ages at which women and men can retire with full pension benefits.,
64,Ghana,Parenthood,2005,positive,Ghana prohibited the dismissal of pregnant workers.,
64,Ghana,Pay,2005,positive,Ghana lifted restrictions on women's ability to work at night.,
64,Ghana,Workplace,2005,positive,Ghana prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
64,Ghana,Marriage,2008,positive,Ghana enacted legislation protecting women from domestic violence.,
65,Greece,Assets,1984,positive,"Greece eliminated the husband's supremacy in conjugal and family relations, granting spouses equal rights to immovable property and equal administrative authority over assets during marriage. Greece also recognized the value of nonmonetary contributions.",
65,Greece,Marriage,1984,positive,"Greece allowed women to be head of household. Greece abolished a 10-month waiting period for women before remarriage, giving them the same rights to remarry as men.",
65,Greece,Mobility,1984,positive,Greece allowed women to choose where to live in the same way as men.,
65,Greece,Parenthood,1984,positive,Greece prohibited the dismissal of pregnant workers.,
65,Greece,Parenthood,1985,positive,Greece increased the duration of paid maternity leave to at least 14 weeks.,
65,Greece,Workplace,1985,positive,Greece prohibited gender discrimination in employment.,
65,Greece,Pension,1986,positive,Greece explicitly accounted for periods of absence due to child care in pension benefits.,
65,Greece,Parenthood,1994,positive,Greece introduced paid paternity leave.,
65,Greece,Marriage,2008,positive,Greece enacted legislation protecting women from domestic violence.,
65,Greece,Pay,2008,positive,Greece eliminated the ban on women's employment in industrial undertakings at night.,
65,Greece,Workplace,2008,positive,Greece enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
65,Greece,Entrepreneurship,2011,positive,Greece introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
65,Greece,Pay,2012,positive,Greece mandated equal remuneration for work of equal value.,
65,Greece,Pension,2012,positive,Greece equalized the ages at which women and men can retire with full pension benefits. It equalized the ages at which women and men can retire with partial pension benefits.,
65,Greece,Parenthood,2022,positive,Greece introduced 2 months of paid parental leave as an individual entitlement for each parent.,
66,Grenada,Assets,1974,positive,Grenada recognized the value of nonmonetary contributions.,
66,Grenada,Marriage,1974,positive,Grenada allowed women to obtain a divorce in the same way as men.,
66,Grenada,Mobility,1975,positive,Grenada introduced new legislation allowing a woman to choose where to live in the same way as a man.,
66,Grenada,Parenthood,1982,positive,Grenada prohibited the dismissal of pregnant workers.,
66,Grenada,Pension,1984,positive,Grenada introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It explicitly accounted for periods of absence due to child care in pension benefits.,
66,Grenada,Pay,2001,positive,Grenada mandated equal remuneration for work of equal value. It also eliminated the ban on women's employment in industrial undertakings at night.,
66,Grenada,Workplace,2001,positive,Grenada prohibited gender discrimination in employment.,
66,Grenada,Marriage,2003,positive,Grenada enacted legislation protecting women from domestic violence.,
66,Grenada,Mobility,2020,positive,"Grenada made international travel easier for women by allowing them to apply for a passport in the same way as men, with no need for additional documentation",
67,Guatemala,Parenthood,1994,positive,Guatemala introduced paid paternity leave.,
67,Guatemala,Pay,1994,positive,Guatemala lifted restrictions on women's ability to work at night.,
67,Guatemala,Parenthood,1995,positive,Guatemala began administering maternity benefits through its social security system.,
67,Guatemala,Marriage,1998,positive,Guatemala enacted legislation protecting women from domestic violence.,
67,Guatemala,Assets,2000,positive,Guatemala granted spouses equal administrative authority over assets during marriage and equal rights to immovable property.,
67,Guatemala,Workplace,2001,positive,Guatemala allowed a woman to get a job without permission from her husband.,
67,Guatemala,Marriage,2009,positive,Guatemala revoked a provision requiring a waiting period for women before remarriage.,
68,Guinea,Parenthood,1989,positive,Guinea increased the duration of paid maternity leave to at least 14 weeks.,
68,Guinea,Pay,1989,positive,Guinea mandated equal remuneration for work of equal value.,
68,Guinea,Pay,2015,positive,Guinea lifted restrictions on women's ability to work at night.,
68,Guinea,Workplace,2015,positive,Guinea prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
68,Guinea,Entrepreneurship,2018,positive,Guinea's new Penal Code made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
68,Guinea,Marriage,2020,positive,Guinea allowed women to be head of household and obtain a divorce in the same way as a man. ,
68,Guinea,Mobility,2020,positive,Guinea allowed women to choose where to live in the same way as men. ,
68,Guinea,Workplace,2020,positive,Guinea allowed a woman to get a job without permission from her husband.,
69,Guinea-Bissau,Parenthood,1987,positive,Guinea-Bissau's social security system began administering maternity benefits.,
69,Guinea-Bissau,Pension,1987,positive,Guinea-Bissau introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
69,Guinea-Bissau,Workplace,1987,positive,Guinea-Bissau prohibited gender discrimination in employment.,
69,Guinea-Bissau,Marriage,2015,positive,Guinea-Bissau enacted legislation protecting women from domestic violence.,
70,Guyana,Mobility,1990,positive,Guyana introduced the Domicile Reform Act allowing a woman to choose where to live in the same way as a man.,
70,Guyana,Assets,1992,positive,Guyana recognized the value of nonmonetary contributions.,
70,Guyana,Marriage,1998,positive,Guyana enacted legislation protecting women from domestic violence.,
70,Guyana,Pay,1998,positive,Guyana mandated equal remuneration for work of equal value.,
70,Guyana,Entrepreneurship,1999,positive,Guyana introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
70,Guyana,Parenthood,1999,positive,Guyana prohibited the dismissal of pregnant workers.,
70,Guyana,Workplace,1999,positive,Guyana prohibited gender discrimination in employment. It enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties and civil remedies for sexual harassment in employment.,
71,Haiti,Entrepreneurship,1984,positive,"Haiti introduced new legislation allowing a woman to sing a legally binding contract, register a business and open a bank account without her husband's consent.",
71,Haiti,Marriage,1984,positive,Haiti no longer requires a married woman to obey her husband.,
71,Haiti,Workplace,1984,positive,Haiti allowed a woman to get a job without permission from her husband.,
71,Haiti,Pay,1985,positive,Haiti mandated equal remuneration for work of equal value.,
71,Haiti,Workplace,1985,positive,Haiti prohibited gender discrimination in employment.,
71,Haiti,Parenthood,2018,positive,Haiti's government began administering maternity benefits.,
72,Honduras,Pension,1973,positive,Honduras introduced an old-age pension system that does not establish an age at which women and men can retire with partial pension benefits.,
72,Honduras,Marriage,1998,positive,Honduras enacted legislation protecting women from domestic violence.,
72,Honduras,Workplace,1998,positive,Honduras enacted legislation protecting women from sexual harassment in employment. It also adopted criminal penalties for sexual harassment in employment.,
72,Honduras,Workplace,2001,positive,Honduras prohibited gender discrimination in employment. It also enacted civil remedies for sexual harassment in employment.,
72,Honduras,Entrepreneurship,2009,positive,Honduras's Consumer Law made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
72,Honduras,Marriage,2014,positive,Honduras allowed women to obtain a divorce in the same way as a man. It also allowed women to be head of household.,
72,Honduras,Mobility,2014,positive,Honduras reformed its Civil Code allowing a woman to choose where to live in the same way as a man.,
73,"Hong Kong SAR, China",Pension,1974,positive,"Hong Kong SAR, China introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits. It explicitly accounted for periods of absence due to child care in pension benefits.",
73,"Hong Kong SAR, China",Marriage,1988,positive,"Hong Kong SAR, China enacted legislation protecting women from domestic violence.",
73,"Hong Kong SAR, China",Entrepreneurship,1997,positive,"Hong Kong SAR, China introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.",
