Entity,Code,Year,Employment to population ratio female (%)
Denmark,DNK,2019,54.93
Denmark,DNK,2020,54.29
Djibouti,DJI,2017,11.67
Dominica,DMA,1989,37.93
Dominica,DMA,1991,23.08
Dominica,DMA,1997,43.78
Dominica,DMA,1999,43.92
Dominica,DMA,2001,40.8
Dominican Republic,DOM,1991,25.1
Dominican Republic,DOM,1992,27.8
Dominican Republic,DOM,1993,27
Dominican Republic,DOM,1994,27.2
Dominican Republic,DOM,1995,26.3
Dominican Republic,DOM,1996,30.79
Dominican Republic,DOM,1998,25.8
Dominican Republic,DOM,1999,27.5
Dominican Republic,DOM,2000,35.74
Dominican Republic,DOM,2001,34.24
Dominican Republic,DOM,2002,36.09
Dominican Republic,DOM,2003,35.34
Dominican Republic,DOM,2004,35.32
Dominican Republic,DOM,2005,35.92
Dominican Republic,DOM,2006,37.09
Dominican Republic,DOM,2007,37.31
Dominican Republic,DOM,2008,38.87
Dominican Republic,DOM,2009,35.94
Dominican Republic,DOM,2010,38.79
Dominican Republic,DOM,2011,40.08
Dominican Republic,DOM,2012,41.11
Dominican Republic,DOM,2013,40.4
Dominican Republic,DOM,2014,41.04
Dominican Republic,DOM,2015,43.09
Dominican Republic,DOM,2016,43.8
Dominican Republic,DOM,2017,45.23
Dominican Republic,DOM,2018,45.93
Dominican Republic,DOM,2019,47.78
Early-demographic dividend,,1994,32.14851836
Early-demographic dividend,,2000,33.66715644
Early-demographic dividend,,2005,34.88863155
Early-demographic dividend,,2010,30.96235506
Early-demographic dividend,,2012,31.19494565
Early-demographic dividend,,2018,28.16131203
Early-demographic dividend,,2019,29.70949423
Ecuador,ECU,1996,42.26
Ecuador,ECU,1997,43.09
Ecuador,ECU,1998,44.53
Ecuador,ECU,2000,43.01
Ecuador,ECU,2001,51.88
Ecuador,ECU,2002,46.68
Ecuador,ECU,2003,46.17
Ecuador,ECU,2004,49.86
Ecuador,ECU,2005,49.53
Ecuador,ECU,2006,50.51
Ecuador,ECU,2007,50.08
Ecuador,ECU,2008,49.59
Ecuador,ECU,2009,46.96
Ecuador,ECU,2010,45.86
Ecuador,ECU,2011,45.31
Ecuador,ECU,2012,46.46
Ecuador,ECU,2013,46.55
Ecuador,ECU,2014,45.96
Ecuador,ECU,2015,49.79
Ecuador,ECU,2016,52.4
Ecuador,ECU,2017,53.62
Ecuador,ECU,2018,52.24
Ecuador,ECU,2019,52.03
Ecuador,ECU,2020,44.88
Egypt,EGY,1973,4.35
Egypt,EGY,1975,4.82
Egypt,EGY,1977,5.66
Egypt,EGY,1978,6.6
Egypt,EGY,1979,5.22
Egypt,EGY,1980,5.51
Egypt,EGY,1981,3.81
Egypt,EGY,1982,3.8
Egypt,EGY,1983,14.78
Egypt,EGY,1984,15.43
Egypt,EGY,1989,27.42
Egypt,EGY,1990,21.92
Egypt,EGY,1991,17.31
Egypt,EGY,1992,19.15
Egypt,EGY,1993,17.35
Egypt,EGY,1994,17.89
Egypt,EGY,1995,16.56
Egypt,EGY,1996,11.5
Egypt,EGY,1998,15.58
Egypt,EGY,1999,16.33
Egypt,EGY,2000,10.4
Egypt,EGY,2001,15.27
Egypt,EGY,2002,13.96
Egypt,EGY,2003,10.44
Egypt,EGY,2004,10.67
Egypt,EGY,2006,16.02
Egypt,EGY,2007,18.7
Egypt,EGY,2008,17.62
Egypt,EGY,2009,17.67
Egypt,EGY,2010,17.96
Egypt,EGY,2011,17.35
Egypt,EGY,2012,17.01
Egypt,EGY,2013,17.38
Egypt,EGY,2014,17.53
Egypt,EGY,2015,17.04
Egypt,EGY,2016,17.56
Egypt,EGY,2017,16.92
Egypt,EGY,2018,14.44
Egypt,EGY,2019,12.25
El Salvador,SLV,1992,28.7
El Salvador,SLV,1995,34.4
El Salvador,SLV,1996,38.86
El Salvador,SLV,1997,39.18
El Salvador,SLV,1998,41.85
El Salvador,SLV,1999,41.65
El Salvador,SLV,2000,42.6
El Salvador,SLV,2001,42.2
El Salvador,SLV,2002,39.7
El Salvador,SLV,2003,40.76
El Salvador,SLV,2004,38.41
El Salvador,SLV,2005,42.6
El Salvador,SLV,2006,45.01
El Salvador,SLV,2007,45.06
El Salvador,SLV,2008,45.56
El Salvador,SLV,2009,45.24
El Salvador,SLV,2010,44.84
El Salvador,SLV,2011,44.98
El Salvador,SLV,2012,45.81
El Salvador,SLV,2013,46.99
El Salvador,SLV,2014,45.55
El Salvador,SLV,2015,44.39
El Salvador,SLV,2016,44.74
El Salvador,SLV,2017,43.91
El Salvador,SLV,2018,43.79
El Salvador,SLV,2019,44.28
Estonia,EST,1990,66
Estonia,EST,1991,63.78
Estonia,EST,1992,59.58
Estonia,EST,1993,55.83
Estonia,EST,1994,54.75
Estonia,EST,1995,52.92
Estonia,EST,1996,52.55
Estonia,EST,1997,52.88
Estonia,EST,1998,48.13
Estonia,EST,1999,46.38
Estonia,EST,2000,46.54
Estonia,EST,2001,45.38
Estonia,EST,2002,46.75
Estonia,EST,2003,46.99
Estonia,EST,2004,48.61
Estonia,EST,2005,49.92
Estonia,EST,2006,51.72
Estonia,EST,2007,52.03
Estonia,EST,2008,51.93
Estonia,EST,2009,49.07
Estonia,EST,2010,47.33
Estonia,EST,2011,49.23
Estonia,EST,2012,50.37
Estonia,EST,2013,50.88
Estonia,EST,2014,50.87
Estonia,EST,2015,52.5
Estonia,EST,2016,52.95
Estonia,EST,2017,54.05
Estonia,EST,2018,54.34
Estonia,EST,2019,54.85
Estonia,EST,2020,53.76
Eswatini,SWZ,1995,36.6
Eswatini,SWZ,2016,35.63
Ethiopia,ETH,1999,51.72
Ethiopia,ETH,2005,72.36
Ethiopia,ETH,2013,72.11
Euro area,,1983,33.08840167
Euro area,,1984,33.96135054
Euro area,,1985,33.73887605
Euro area,,1986,34.00731313
Euro area,,1987,34.36608673
Euro area,,1988,34.87814941
Euro area,,1989,35.41216014
Euro area,,1990,36.94970031
Euro area,,1991,37.96312728
Euro area,,1992,37.65743671
Euro area,,1993,37.19692444
Euro area,,1994,37.19287459
Euro area,,1995,37.37678861
Euro area,,1996,37.61784312
Euro area,,1997,37.92293823
Euro area,,1998,38.58155639
Euro area,,1999,39.56212761
Euro area,,2000,40.42406101
Euro area,,2001,41.15230717
Euro area,,2002,41.68403831
Euro area,,2003,42.27876007
Euro area,,2004,42.44091423
Euro area,,2005,43.13938461
Euro area,,2006,43.95975997
Euro area,,2007,44.8354855
Euro area,,2008,45.35986195
Euro area,,2009,44.91209711
Euro area,,2010,44.78388602
Euro area,,2011,44.94606411
Euro area,,2012,44.79397695
Euro area,,2013,44.61419612
Euro area,,2014,44.78892516
Euro area,,2015,45.15805434
Euro area,,2016,45.83057653
Euro area,,2017,46.42615974
Euro area,,2018,46.97742974
Euro area,,2019,47.56472496
Euro area,,2020,46.91245835
Europe & Central Asia,,1992,45.52828942
Europe & Central Asia,,1993,44.07655885
Europe & Central Asia,,1994,43.43339729
Europe & Central Asia,,1995,43.53601336
Europe & Central Asia,,1996,42.90267808
Europe & Central Asia,,1997,42.32858857
Europe & Central Asia,,1998,42.40535747
Europe & Central Asia,,1999,43.83240171
Europe & Central Asia,,2000,44.35818453
Europe & Central Asia,,2001,44.67813128
Europe & Central Asia,,2002,44.95532877
Europe & Central Asia,,2003,44.9441754
Europe & Central Asia,,2004,45.52336127
Europe & Central Asia,,2005,45.63204482
Europe & Central Asia,,2006,46.05266575
Europe & Central Asia,,2007,46.66845859
Europe & Central Asia,,2008,47.49931297
Europe & Central Asia,,2009,47.19568043
Europe & Central Asia,,2010,46.87788992
Europe & Central Asia,,2011,47.25132486
Europe & Central Asia,,2012,47.43962853
Europe & Central Asia,,2013,47.42459668
Europe & Central Asia,,2014,48.00757948
Europe & Central Asia,,2015,48.61909455
Europe & Central Asia,,2016,48.84256898
Europe & Central Asia,,2017,48.13618399
Europe & Central Asia,,2018,48.00209883
Europe & Central Asia,,2019,48.21475559
Europe & Central Asia,,2020,46.25547174
Europe & Central Asia (IDA & IBRD),,2000,46.26164694
Europe & Central Asia (IDA & IBRD),,2001,46.10069421
Europe & Central Asia (IDA & IBRD),,2002,45.93977949
Europe & Central Asia (IDA & IBRD),,2003,45.35272389
Europe & Central Asia (IDA & IBRD),,2004,46.37833291
Europe & Central Asia (IDA & IBRD),,2005,45.98117635
Europe & Central Asia (IDA & IBRD),,2006,46.09057709
Europe & Central Asia (IDA & IBRD),,2007,46.63300992
Europe & Central Asia (IDA & IBRD),,2008,47.89382486
Europe & Central Asia (IDA & IBRD),,2009,47.7734644
Europe & Central Asia (IDA & IBRD),,2010,47.23550549
Europe & Central Asia (IDA & IBRD),,2011,47.88157553
Europe & Central Asia (IDA & IBRD),,2012,48.36541102
Europe & Central Asia (IDA & IBRD),,2013,48.37408158
Europe & Central Asia (IDA & IBRD),,2014,49.16996169
Europe & Central Asia (IDA & IBRD),,2015,49.98625733
Europe & Central Asia (IDA & IBRD),,2016,49.66244772
Europe & Central Asia (IDA & IBRD),,2017,47.5593416
Europe & Central Asia (IDA & IBRD),,2018,46.59805321
Europe & Central Asia (IDA & IBRD),,2019,46.49772475
Europe & Central Asia (IDA & IBRD),,2020,44.17820742
Europe & Central Asia (excluding high income),,2002,47.01043367
Europe & Central Asia (excluding high income),,2003,46.39369311
Europe & Central Asia (excluding high income),,2004,47.41832298
Europe & Central Asia (excluding high income),,2005,46.95378854
Europe & Central Asia (excluding high income),,2006,46.93400932
Europe & Central Asia (excluding high income),,2007,47.29083254
Europe & Central Asia (excluding high income),,2008,48.55156762
Europe & Central Asia (excluding high income),,2009,48.32873975
Europe & Central Asia (excluding high income),,2010,47.89324142
Europe & Central Asia (excluding high income),,2011,48.65867918
Europe & Central Asia (excluding high income),,2012,49.20988002
Europe & Central Asia (excluding high income),,2013,49.23060114
Europe & Central Asia (excluding high income),,2014,49.88052151
Europe & Central Asia (excluding high income),,2015,50.68488822
Europe & Central Asia (excluding high income),,2016,50.22662598
Europe & Central Asia (excluding high income),,2017,47.80101775
Europe & Central Asia (excluding high income),,2018,46.6629492
Europe & Central Asia (excluding high income),,2019,46.55751411
Europe & Central Asia (excluding high income),,2020,43.93119957
European Union,,1983,33.43480951
European Union,,1984,34.31130595
European Union,,1985,34.45398603
European Union,,1986,34.74882709
European Union,,1987,35.08112774
European Union,,1988,35.58449034
European Union,,1989,36.07054068
European Union,,1990,38.3671633
European Union,,1991,39.19646453
European Union,,1992,40.37150838
European Union,,1993,39.9525457
European Union,,1994,39.80653051
European Union,,1995,40.70798312
European Union,,1996,39.8010334
European Union,,1997,40.11247257
European Union,,1998,40.59989886
European Union,,1999,41.33795657
European Union,,2000,41.66247327
European Union,,2001,42.13242744
European Union,,2002,42.13424767
European Union,,2003,42.47446021
European Union,,2004,42.55228744
European Union,,2005,43.02789308
European Union,,2006,43.87103355
European Union,,2007,44.77444293
European Union,,2008,45.31173438
European Union,,2009,44.87774609
European Union,,2010,44.81206452
European Union,,2011,44.92095572
European Union,,2012,44.8610656
European Union,,2013,44.73071133
European Union,,2014,45.05911574
European Union,,2015,45.47680512
European Union,,2016,46.12480272
European Union,,2017,46.82621425
European Union,,2018,47.36739176
European Union,,2019,47.84536455
European Union,,2020,47.19351019
Fiji,FJI,1996,36.28
Fiji,FJI,2004,33.4
Fiji,FJI,2005,33.04
Fiji,FJI,2011,43.36
Fiji,FJI,2014,37.78
Fiji,FJI,2016,36.41
Finland,FIN,1977,42.8
Finland,FIN,1979,53.61
Finland,FIN,1980,44.01
Finland,FIN,1981,54.96
Finland,FIN,1982,67.49
Finland,FIN,1984,55.93
Finland,FIN,1985,56.86
Finland,FIN,1986,56.3
Finland,FIN,1987,55.91
Finland,FIN,1988,55.98
Finland,FIN,1989,57.31
Finland,FIN,1990,63.07
Finland,FIN,1991,60.29
Finland,FIN,1992,56.15
Finland,FIN,1993,52.44
Finland,FIN,1994,51.47
Finland,FIN,1995,47.17
Finland,FIN,1996,46.11
Finland,FIN,1997,46.53
Finland,FIN,1998,47.64
Finland,FIN,1999,50.89
Finland,FIN,2000,51.32
Finland,FIN,2001,52.23
Finland,FIN,2002,52.74
Finland,FIN,2003,52.49
Finland,FIN,2004,51.69
Finland,FIN,2005,51.88
Finland,FIN,2006,52.46
Finland,FIN,2007,53.25
Finland,FIN,2008,53.55
Finland,FIN,2009,52.64
Finland,FIN,2010,51.74
Finland,FIN,2011,51.83
Finland,FIN,2012,52.03
Finland,FIN,2013,51.36
Finland,FIN,2014,51.07
Finland,FIN,2015,50.69
Finland,FIN,2016,50.28
Finland,FIN,2017,50.57
Finland,FIN,2018,51.81
Finland,FIN,2019,52.35
Finland,FIN,2020,51.12
France,FRA,1979,38.88
France,FRA,1980,38.86
France,FRA,1981,38.84
France,FRA,1982,39.23
France,FRA,1983,41.06
France,FRA,1984,40.83
France,FRA,1985,40.61
France,FRA,1986,41.32
France,FRA,1987,40.55
France,FRA,1988,40.71
France,FRA,1989,40.89
France,FRA,1990,41.02
France,FRA,1991,41.43
France,FRA,1992,41.24
France,FRA,1993,41.37
France,FRA,1994,41.02
France,FRA,1995,41.44
France,FRA,1996,41.56
France,FRA,1997,41.31
France,FRA,1998,41.74
France,FRA,1999,42.12
France,FRA,2000,43.09
France,FRA,2001,43.73
France,FRA,2002,44.26
France,FRA,2003,45.73
France,FRA,2004,45.19
France,FRA,2005,45.78
France,FRA,2006,45.93
France,FRA,2007,46.78
France,FRA,2008,47.3
France,FRA,2009,46.92
France,FRA,2010,46.79
France,FRA,2011,46.65
France,FRA,2012,46.72
France,FRA,2013,46.66
France,FRA,2014,46.46
France,FRA,2015,46.48
France,FRA,2016,46.45
France,FRA,2017,46.5
France,FRA,2018,46.77
France,FRA,2019,46.98
France,FRA,2020,46.6
French Polynesia,PYF,1988,38.96
French Polynesia,PYF,1996,40.7
French Polynesia,PYF,2002,41.22
French Polynesia,PYF,2007,41.2
French Polynesia,PYF,2012,37.92
Gabon,GAB,1993,46.14
Gabon,GAB,2005,41.52
Gabon,GAB,2010,28.53
Gambia,GMB,2012,44.08
Gambia,GMB,2018,22.7
Georgia,GEO,1998,49.9
Georgia,GEO,1999,51.15
Georgia,GEO,2000,54
Georgia,GEO,2001,52.05
Georgia,GEO,2002,49.86
Georgia,GEO,2003,50.92
Georgia,GEO,2004,50.16
Georgia,GEO,2005,48.82
Georgia,GEO,2006,47.4
Georgia,GEO,2007,48.1
Georgia,GEO,2008,44.9
Georgia,GEO,2009,44.23
Georgia,GEO,2010,46.01
Georgia,GEO,2011,46.47
Georgia,GEO,2012,46.86
Georgia,GEO,2013,47.32
Georgia,GEO,2014,49.04
Georgia,GEO,2015,50.75
Georgia,GEO,2016,50.57
Georgia,GEO,2017,50.79
Georgia,GEO,2018,49.34
Georgia,GEO,2019,48.99
Georgia,GEO,2020,33.88
Germany,DEU,1983,37.09
Germany,DEU,1984,37.35
Germany,DEU,1985,37.64
Germany,DEU,1986,38.14
Germany,DEU,1987,38.17
Germany,DEU,1988,38.78
Germany,DEU,1989,39.35
Germany,DEU,1990,42.58
Germany,DEU,1991,45
Germany,DEU,1992,43.93
Germany,DEU,1993,43.17
Germany,DEU,1994,42.85
Germany,DEU,1995,43.09
Germany,DEU,1996,43.26
Germany,DEU,1997,43.08
Germany,DEU,1998,43.36
Germany,DEU,1999,44.44
Germany,DEU,2000,44.82
Germany,DEU,2001,45.46
Germany,DEU,2002,45.31
Germany,DEU,2003,45.12
Germany,DEU,2004,44.45
Germany,DEU,2005,45.54
Germany,DEU,2006,46.69
Germany,DEU,2007,47.8
Germany,DEU,2008,48.5
Germany,DEU,2009,49.06
Germany,DEU,2010,49.61
Germany,DEU,2011,50.99
Germany,DEU,2012,51.23
Germany,DEU,2013,51.9
Germany,DEU,2014,52.23
Germany,DEU,2015,52.4
Germany,DEU,2016,53.55
Germany,DEU,2017,54.04
Germany,DEU,2018,54.32
Germany,DEU,2019,55.03
Germany,DEU,2020,54.91
Ghana,GHA,1988,63.2
Ghana,GHA,1989,61
Ghana,GHA,1992,74.2
Ghana,GHA,1998,60.5
Ghana,GHA,1999,75.8
Ghana,GHA,2000,64.84
Ghana,GHA,2006,65.59
Ghana,GHA,2010,65.4
Ghana,GHA,2013,71.97
Ghana,GHA,2015,61.2
Ghana,GHA,2017,52.89
Greece,GRC,1981,28.43
Greece,GRC,1982,27.33
Greece,GRC,1983,29.68
Greece,GRC,1984,29.86
Greece,GRC,1985,30.65
Greece,GRC,1986,30.59
Greece,GRC,1987,30.59
Greece,GRC,1988,31.3
Greece,GRC,1989,31.32
Greece,GRC,1990,31.28
Greece,GRC,1991,28.87
Greece,GRC,1992,29.82
Greece,GRC,1993,29.81
Greece,GRC,1994,30.2
Greece,GRC,1995,30.59
Greece,GRC,1996,30.92
Greece,GRC,1997,30.84
Greece,GRC,1998,32.86
Greece,GRC,1999,33.03
Greece,GRC,2000,33.5
Greece,GRC,2001,33.29
Greece,GRC,2002,33.97
Greece,GRC,2003,34.88
Greece,GRC,2004,35.38
Greece,GRC,2005,35.64
Greece,GRC,2006,36.6
Greece,GRC,2007,36.89
Greece,GRC,2008,37.54
Greece,GRC,2009,37.72
Greece,GRC,2010,36.88
Greece,GRC,2011,34.36
Greece,GRC,2012,31.58
Greece,GRC,2013,30.04
Greece,GRC,2014,30.8
Greece,GRC,2015,31.83
Greece,GRC,2016,32.37
Greece,GRC,2017,33.08
Greece,GRC,2018,33.58
Greece,GRC,2019,34.87
Greece,GRC,2020,34.9
Greenland,GRL,2008,58
Greenland,GRL,2009,58
Greenland,GRL,2010,57
Greenland,GRL,2011,57
Greenland,GRL,2012,56
Greenland,GRL,2013,57
Greenland,GRL,2014,56
Greenland,GRL,2015,57
Grenada,GRD,1988,36.36
Grenada,GRD,1998,43.3
Guam,GUM,1980,43.5
Guam,GUM,1990,53
Guam,GUM,2000,33.65
Guam,GUM,2002,49.5
Guam,GUM,2004,48.7
Guam,GUM,2005,50.9
Guam,GUM,2006,51.5
Guam,GUM,2007,43.9
Guam,GUM,2009,48.4
Guam,GUM,2010,51.2
Guam,GUM,2011,47.7
Guatemala,GTM,2000,44.9
Guatemala,GTM,2002,45.1
Guatemala,GTM,2003,46.67
Guatemala,GTM,2004,41.01
Guatemala,GTM,2006,49.75
Guatemala,GTM,2010,40.38
Guatemala,GTM,2011,37.6
Guatemala,GTM,2012,43.99
Guatemala,GTM,2013,38.86
Guatemala,GTM,2014,39.2
Guatemala,GTM,2015,37.49
Guatemala,GTM,2016,38.7
Guatemala,GTM,2017,37.83
Guatemala,GTM,2018,38.01
Guatemala,GTM,2019,36.73
Guinea,GIN,2002,60.58
Guinea,GIN,2019,40.7
Guyana,GUY,1987,26.94
Guyana,GUY,2002,29.21
Guyana,GUY,2018,35.43
Haiti,HTI,1980,55.08
Haiti,HTI,1990,44.2
Haiti,HTI,2003,28
Haiti,HTI,2012,45.32
High income,,1979,40.50480228
High income,,1980,40.93165909
High income,,1982,41.84555282
High income,,1983,41.36209507
High income,,1984,42.43239198
High income,,1985,42.60458319
High income,,1986,43.24661488
High income,,1987,43.9597112
High income,,1988,44.57576184
High income,,1989,45.39233759
High income,,1990,46.30018406
High income,,1991,46.29111065
High income,,1992,46.18208636
High income,,1993,46.27956933
High income,,1994,46.57777244
High income,,1995,46.7427414
High income,,1996,46.95764532
High income,,1997,47.01941901
High income,,1998,47.12720901
High income,,1999,47.2030825
High income,,2000,47.44652635
High income,,2001,47.65402779
High income,,2002,47.55640195
High income,,2003,48.14000661
High income,,2004,48.28128941
High income,,2005,48.69315432
High income,,2006,48.82730284
High income,,2007,49.26878379
High income,,2008,49.37385055
High income,,2009,48.58477145
High income,,2010,48.87612616
High income,,2011,48.38335662
High income,,2012,48.37957899
High income,,2013,48.56478704
High income,,2014,48.93084363
High income,,2015,49.22810673
High income,,2016,49.73954466
High income,,2017,50.31680478
High income,,2018,50.83577813
High income,,2019,52.11430455
High income,,2020,49.95769051
Honduras,HND,1991,32.21
Honduras,HND,1992,34.64
Honduras,HND,1995,34.66
Honduras,HND,1998,42.12
Honduras,HND,1999,46.24
Honduras,HND,2001,38.34
Honduras,HND,2002,35.9
Honduras,HND,2003,37.4
Honduras,HND,2004,36.46
Honduras,HND,2005,39.55
Honduras,HND,2006,37.71
Honduras,HND,2007,37.1
Honduras,HND,2008,38.72
Honduras,HND,2009,39.94
Honduras,HND,2010,41.01
Honduras,HND,2011,37.9
Honduras,HND,2012,37.06
Honduras,HND,2013,40.97
Honduras,HND,2014,42.63
Honduras,HND,2015,43.36
Honduras,HND,2016,42.75
Honduras,HND,2017,43.1
Honduras,HND,2018,47.1
Honduras,HND,2019,41.8
Hong Kong,HKG,1979,42.07
Hong Kong,HKG,1980,43.23
Hong Kong,HKG,1981,46.84
Hong Kong,HKG,1982,45.96
Hong Kong,HKG,1983,45.88
Hong Kong,HKG,1984,47.32
Hong Kong,HKG,1985,47.2
Hong Kong,HKG,1986,47.59
Hong Kong,HKG,1987,47.6
Hong Kong,HKG,1988,47.3
Hong Kong,HKG,1989,46.17
Hong Kong,HKG,1990,45.45000076
Hong Kong,HKG,1991,47.04000092
Hong Kong,HKG,1992,45.36999893
Hong Kong,HKG,1993,45.58000183
Hong Kong,HKG,1994,46.34999847
Hong Kong,HKG,1995,46.31000137
Hong Kong,HKG,1996,46.68999863
Hong Kong,HKG,1997,46.97999954
Hong Kong,HKG,1998,46.59000015
Hong Kong,HKG,1999,47.41999817
Hong Kong,HKG,2000,46.68000031
Hong Kong,HKG,2001,48.68000031
Hong Kong,HKG,2002,48.61999893
Hong Kong,HKG,2003,47.99000168
Hong Kong,HKG,2004,48.5
Hong Kong,HKG,2005,49.63999939
Hong Kong,HKG,2006,50.67
Hong Kong,HKG,2007,51.29
Hong Kong,HKG,2008,51.97
Hong Kong,HKG,2009,50.93
Hong Kong,HKG,2010,50.09
Hong Kong,HKG,2011,51.47
Hong Kong,HKG,2012,52.07
Hong Kong,HKG,2013,52.87
Hong Kong,HKG,2014,52.9
Hong Kong,HKG,2015,53
Hong Kong,HKG,2016,53.11
Hong Kong,HKG,2017,53.5
Hong Kong,HKG,2018,53.78
Hong Kong,HKG,2019,53.7
Hong Kong,HKG,2020,51.59
Hungary,HUN,1978,40.97
Hungary,HUN,1979,41.18
Hungary,HUN,1981,45.21
Hungary,HUN,1985,44.8
Hungary,HUN,1986,44.93
Hungary,HUN,1987,44.79
Hungary,HUN,1988,45.25
Hungary,HUN,1989,45.38
Hungary,HUN,1990,44.73
Hungary,HUN,1991,42.74
Hungary,HUN,1992,46.59
Hungary,HUN,1993,43.47
Hungary,HUN,1994,41.92
Hungary,HUN,1995,40
Hungary,HUN,1996,36.38
Hungary,HUN,1997,36.04
Hungary,HUN,1998,37.25
Hungary,HUN,1999,38.89
Hungary,HUN,2000,39.26
Hungary,HUN,2001,39.12
Hungary,HUN,2002,39.29
Hungary,HUN,2003,40.09
Hungary,HUN,2004,39.77
Hungary,HUN,2005,39.88
Hungary,HUN,2006,39.97
Hungary,HUN,2007,39.65
Hungary,HUN,2008,39.31
Hungary,HUN,2009,38.66
Hungary,HUN,2010,39.11
Hungary,HUN,2011,39.14
Hungary,HUN,2012,40.2
Hungary,HUN,2013,40.55
Hungary,HUN,2014,42.78
Hungary,HUN,2015,44.02
Hungary,HUN,2016,45.58
Hungary,HUN,2017,46.16
Hungary,HUN,2018,46.75
Hungary,HUN,2019,47.05
Hungary,HUN,2020,46.32
IDA blend,,1986,21.70740234
IDA blend,,2011,40.3431397
IDA blend,,2013,37.18804944
Iceland,ISL,1991,70.79
Iceland,ISL,1992,70.61
Iceland,ISL,1993,70.31
Iceland,ISL,1994,70.77
Iceland,ISL,1995,73.61
Iceland,ISL,1996,73.13
Iceland,ISL,1997,71.56
Iceland,ISL,1998,73.07
Iceland,ISL,1999,76.09
Iceland,ISL,2000,77.67
Iceland,ISL,2001,76.71
Iceland,ISL,2002,76.18
Iceland,ISL,2003,75.61
Iceland,ISL,2004,74.69
Iceland,ISL,2005,75.16
Iceland,ISL,2006,75.37
Iceland,ISL,2007,75.98
Iceland,ISL,2008,75.02
Iceland,ISL,2009,72.06
Iceland,ISL,2010,71.61
Iceland,ISL,2011,71.65
Iceland,ISL,2012,72.71
Iceland,ISL,2013,73.7
Iceland,ISL,2014,74.89
Iceland,ISL,2015,76.44
Iceland,ISL,2016,77.32
Iceland,ISL,2017,76.75
Iceland,ISL,2018,75.94
Iceland,ISL,2019,74.97
Iceland,ISL,2020,71.03
India,IND,1994,30.27
India,IND,2000,29.96
India,IND,2005,31.28
India,IND,2010,25.3
India,IND,2012,22.48
India,IND,2018,19.73
India,IND,2019,20.45
Indonesia,IDN,1976,54.82
Indonesia,IDN,1977,41.86
Indonesia,IDN,1978,46.73
Indonesia,IDN,1982,44.39
Indonesia,IDN,1986,51.75
Indonesia,IDN,1988,52.77
Indonesia,IDN,1989,52.25
Indonesia,IDN,1990,49.19
Indonesia,IDN,1991,48.12
Indonesia,IDN,1992,48.94
Indonesia,IDN,1993,48.03
Indonesia,IDN,1994,48.2
Indonesia,IDN,1996,47.75
Indonesia,IDN,1997,47.11
Indonesia,IDN,1998,48.02
Indonesia,IDN,1999,47.64
Indonesia,IDN,2000,48.22
Indonesia,IDN,2001,46.31
Indonesia,IDN,2002,44.24
Indonesia,IDN,2003,43.83
Indonesia,IDN,2004,42.87
Indonesia,IDN,2005,41.29
Indonesia,IDN,2006,41.66
Indonesia,IDN,2007,44.84
Indonesia,IDN,2008,46.31
Indonesia,IDN,2009,46.94
Indonesia,IDN,2010,47.71
Indonesia,IDN,2011,48.13
Indonesia,IDN,2012,49.01
Indonesia,IDN,2013,48.54
Indonesia,IDN,2014,48.66
Indonesia,IDN,2015,48.51
Indonesia,IDN,2016,48.97
Indonesia,IDN,2017,50.12
Indonesia,IDN,2018,50.93
Indonesia,IDN,2019,52.18
Indonesia,IDN,2020,51.19
Iran,IRN,1986,6.1
Iran,IRN,1991,6.6
Iran,IRN,1996,9.86
Iran,IRN,2005,16.92
Iran,IRN,2007,14.74
Iran,IRN,2008,12.81999969
Iran,IRN,2009,13.16
Iran,IRN,2010,12.14
Iran,IRN,2014,10.49
Iran,IRN,2015,11.62
Iran,IRN,2016,12.42
Iran,IRN,2017,13.93
Iran,IRN,2018,14.2
Iran,IRN,2019,14
Iraq,IRQ,2007,11.31
Iraq,IRQ,2012,10.42
Iraq,IRQ,2014,10.63
Iraq,IRQ,2016,11.31
Iraq,IRQ,2017,7.72
Ireland,IRL,1983,28.78
Ireland,IRL,1984,27.67
Ireland,IRL,1985,26.9
Ireland,IRL,1986,27.25
Ireland,IRL,1987,28.26
Ireland,IRL,1988,28.05
Ireland,IRL,1989,28.87
Ireland,IRL,1990,30.08
Ireland,IRL,1991,30.06
Ireland,IRL,1992,31.19
Ireland,IRL,1993,32.46
Ireland,IRL,1994,33.7
Ireland,IRL,1995,35.12
Ireland,IRL,1996,36.66
Ireland,IRL,1997,38.34
Ireland,IRL,1998,40.71
Ireland,IRL,1999,43.34
Ireland,IRL,2000,45.14
Ireland,IRL,2001,45.88
Ireland,IRL,2002,46.96
Ireland,IRL,2003,47.17
Ireland,IRL,2004,47.54
Ireland,IRL,2005,49.74
Ireland,IRL,2006,50.8
Ireland,IRL,2007,54.17
Ireland,IRL,2008,53.59
Ireland,IRL,2009,50.77
Ireland,IRL,2010,48.95
Ireland,IRL,2011,48.09
Ireland,IRL,2012,47.78
Ireland,IRL,2013,48.41
Ireland,IRL,2014,48.96
Ireland,IRL,2015,49.97
Ireland,IRL,2016,51.36
Ireland,IRL,2017,52.15
Ireland,IRL,2018,52.85
Ireland,IRL,2019,53.61
Ireland,IRL,2020,51.98
Isle of Man,IMN,1991,44.97
Isle of Man,IMN,1996,48.49
Isle of Man,IMN,2001,54.87
